Date,A_original_cefs_ief,B_original_cefs_bil,B2_original_cefs_sgov,C_etfs_ief,D_etfs_bil,D2_etfs_sgov,E_original_cefs_6m_ief,F_original_cefs_12m_ief,G_original_cefs_3_6_12m_ief,SPY_buy_hold,CEF_equal_weight_buy_hold,ETF_equal_weight_buy_hold
2014-12-31,0.0162407382,0.0162407382,0.0162407382,0.0064716324,0.0060935322,0.0061480156,0.0162407382,0.0162407382,0.0162407382,-0.002536281774342952,0.016240738244616748,0.005621066101941213
2015-01-31,0.0013353844,0.0013353844,0.0013353844,0.0244653598,0.0136548784,0.0137096324,0.0013353844,0.0013353844,0.0302855399,-0.029629752791054287,0.001335384446523341,0.002308649801852053
2015-02-28,-0.0060154358,0.0001637915,0.0001637915,-0.0041227351,0.0020564921,0.0020564921,-0.0060154358,-0.0060154358,-0.0060154358,0.056204808380447835,0.01324223978305375,0.013539037335806747
2015-03-31,0.0117850339,0.0096449408,0.0096449408,0.0030871503,0.0009470571,0.0009470571,0.0117850339,0.0020650337,0.0117850339,-0.015705580456166213,0.002065033654764986,-0.0019410828671382052
2015-04-30,-0.0108844054,-0.0093565783,-0.0093018899,-0.0155163187,-0.0139884917,-0.0139338033,-0.0108844054,-0.0040064847,-0.0108844054,0.009834135108374609,-0.004006484655001252,0.002500867513172772
2015-05-31,-0.0035921798,-0.0026061524,-0.0025514262,-0.0115543149,-0.0105682876,-0.0105135613,-0.0035921798,-0.0119668906,-0.0119668906,0.01285603794173884,-0.01196689058260511,-0.011736853125378865
2015-06-30,-0.0323903127,-0.028313125,-0.028313125,-0.017309612,-0.0050780491,-0.0050780491,-0.0323903127,-0.0323903127,-0.0323903127,-0.020312196367722857,-0.054233178445170976,-0.02631263710235321
2015-07-31,0.0181879742,0.0068003184,0.0068003184,0.0170349115,0.0056472557,0.0056472557,0.0214065604,0.03398116,0.0214065604,0.022589022872194775,0.012021364641075422,0.003656585349628705
2015-08-31,-0.0180870526,-0.0184822244,-0.0184822244,-0.0151178514,-0.0155130231,-0.0155130231,-0.0194878552,-0.0288201699,-0.0288201699,-0.06094990296617209,-0.01815604359490805,-0.04187091978812607
2015-09-30,0.015792099,-0.0004370773,0.0,0.015792099,-0.0004370773,0.0,0.0119380431,0.0109378239,0.0119380431,-0.02551600211617211,-0.043595199925747424,-0.014553793760343353
2015-10-31,0.0192845446,0.0223596425,0.0224692187,-0.003878173,0.0007344739,0.0008988381,-0.0063693481,0.0192845446,0.0192845446,0.08505958881886011,0.05381384044628096,0.06446029974599593
2015-11-30,-0.0105417985,-0.0082939466,-0.0084035467,2.0015e-05,0.002267867,0.0021582668,-0.0105417985,-0.022793714,-0.0105417985,0.003655157600487069,-0.07901848050034635,0.0005568407404358822
2015-12-31,0.0240130909,0.0261688179,0.0262783941,0.0016799952,0.0027578587,0.0028126468,0.0240130909,0.0240130909,0.0240130909,-0.017282606836965586,0.010689086677849069,-0.0234797565970912
2016-01-31,0.0019680437,-0.0145907942,-0.0147003943,-0.0107844577,-0.0190638767,-0.0191186768,0.0019680437,0.0019680437,0.0019680437,-0.04978644258896747,-0.05303929396655965,-0.027863722661948365
2016-02-29,0.0051712952,-0.0022584144,-0.0022584144,0.0065744319,-0.0008552777,-0.0008552777,0.0051712952,0.0130564413,0.0130564413,-0.0008257376000615491,-0.00284549650214036,-0.00806220199583757
2016-03-31,0.0350794694,0.0354099908,0.0354099908,0.0006085435,0.0011043256,0.0011043256,0.0350794694,0.0350794694,0.0350794694,0.06726598792630112,0.07218862541696447,0.06949922617414539
2016-04-30,0.0016304192,0.0026295808,0.0024109465,-0.0036180824,-0.0031185016,-0.0032278188,0.0016304192,0.0016304192,0.0016304192,0.003940971206141786,0.03521188008932391,0.019433302898702348
2016-05-31,0.0230317382,0.0230317382,0.0230317382,0.008232893,0.008232893,0.008232893,0.005925334,0.005925334,0.005925334,0.017011580319347797,0.023031738248613154,0.00823289301592578
2016-06-30,0.0568372725,0.0568372725,0.0568372725,0.0290165076,0.0290165076,0.0290165076,0.0665138623,0.057592415,0.0665138623,0.003475837284546035,0.056837272486141815,0.029016507557759808
2016-07-31,0.0123812044,0.0118744648,0.0117648866,0.0165194148,0.0165194148,0.0165194148,0.0123812044,0.0219266547,0.0123812044,0.03647146539952062,0.02084139039290317,0.016519414830403395
2016-08-31,-0.0076053541,-0.0076053541,-0.0076053541,-0.0046054266,-0.0046054266,-0.0046054266,-0.0076053541,-0.0214746016,-0.0076053541,0.0011975477785675093,-0.0076053541114588785,-0.004605426578642824
2016-09-30,0.004923098,0.004923098,0.004923098,0.0032466432,0.0032466432,0.0032466432,0.004923098,-0.0065515668,0.004923098,5.7848638789437246e-05,0.00492309803101712,0.00324664319091042
2016-10-31,-0.0639440258,-0.0639440258,-0.0639440258,-0.0281434113,-0.0281434113,-0.0281434113,-0.0639440258,-0.0639440258,-0.0639440258,-0.01733702521436753,-0.06394402582323744,-0.028143411287825992
2016-11-30,-0.0201657158,0.0112101977,0.0115384892,0.0092408427,0.0301581184,0.0303769793,-0.0157274348,-0.0396328947,-0.0201657158,0.03683853482728483,-0.013477126921569355,0.015937493235108735
2016-12-31,-0.002663943,-0.0016105804,-0.0017748369,0.0088020182,0.00950426,0.0093947557,-0.002663943,0.0150993526,-0.002663943,0.020271522195987268,0.023370282036972778,0.025740144886263028
2017-01-31,0.0159436682,0.0146257925,0.0142978951,-0.0024615806,-0.0033401644,-0.0035587627,0.0236563695,0.0386946095,0.0159436682,0.0178947344223368,0.0437798683502974,-0.003396378717746895
2017-02-28,0.0375353622,0.0358522124,0.0357264298,0.0082282085,0.004861909,0.0046103436,0.0323097256,0.0375353622,0.0375353622,0.03929161719025487,0.03895843379128927,0.014688804092331559
2017-03-31,-0.0196501003,-0.0198952446,-0.0198517522,-0.0092600251,-0.0095051694,-0.009461677,-0.0196501003,-0.0181441828,-0.0196501003,0.0012499920386253027,-0.018144182785291202,-0.008648995128995918
